"","qweek","gender","age","region","household_size","household_children","employment_status","WCRex1"
"3403","week 4","Male",20,"West Java","3","0","Full time student","Very well"
"3404","week 4","Male",39,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"3405","week 4","Male",55,"East Java","1","1","Full time employment","Very well"
"3406","week 4","Female",29,"East Java","3","0","Part time employment","Very well"
"3407","week 4","Male",21,"West Java","6","2","Unemployed","Somewhat well"
"3408","week 4","Female",26,"Jakarta (Special Capital Region)","4","2","Not working","Somewhat badly"
"3409","week 4","Female",29,"Banten","4","1","Not working","Very badly"
"3410","week 4","Female",25,"West Java","5","0","Unemployed","Somewhat well"
"3411","week 4","Male",33,"West Java","2","1","Full time employment","Somewhat well"
"3412","week 4","Male",32,"East Kalimantan","4","2","Part time employment","Don't know"
"3413","week 4","Male",27,"Jambi","4","1","Full time employment","Don't know"
"3414","week 4","Male",24,"Yogyakarta (Special Region)","Don't know","0","Full time student","Somewhat badly"
"3415","week 4","Male",25,"South Sumatra","4","0","Not working","Don't know"
"3416","week 4","Female",58,"Central Java","1","0","Retired","Don't know"
"3417","week 4","Male",37,"Central Java","4","2","Full time employment","Somewhat well"
"3418","week 4","Male",60,"Bengkulu","2","0","Full time employment","Don't know"
"3419","week 4","Male",27,"East Java","4","1","Part time employment","Don't know"
"3420","week 4","Male",27,"Riau Islands","1","0","Full time employment","Don't know"
"3421","week 4","Female",19,"East Java","5","1","Full time student","Somewhat well"
"3422","week 4","Male",35,"West Java","3","1","Full time employment","Don't know"
"3423","week 4","Male",28,"West Java","2","0","Full time employment","Somewhat badly"
"3424","week 4","Male",32,"North Sumatra","6","2","Full time employment","Somewhat well"
"3425","week 4","Male",32,"Jakarta (Special Capital Region)","5","2","Part time employment","Somewhat badly"
"3426","week 4","Male",39,"West Java","3","1","Full time employment","Somewhat well"
"3427","week 4","Female",24,"Banten","4","0","Full time employment","Don't know"
"3428","week 4","Female",20,"West Java","3","1","Full time student","Somewhat badly"
"3429","week 4","Female",29,"West Java","2","1","Part time employment","Somewhat badly"
"3430","week 4","Male",33,"Central Java","6","3","Part time employment","Somewhat badly"
"3431","week 4","Male",36,"West Sumatra","2","2","Part time employment","Very badly"
"3432","week 4","Female",26,"Jakarta (Special Capital Region)","2","0","Part time employment","Don't know"
"3433","week 4","Male",37,"North Sumatra","4","2","Full time employment","Somewhat badly"
"3434","week 4","Male",24,"Bengkulu","5","1","Full time employment","Somewhat well"
"3435","week 4","Female",31,"Banten","1","1","Full time employment","Somewhat well"
"3436","week 4","Male",29,"Banten","3","1","Full time employment","Don't know"
"3437","week 4","Male",42,"West Java","5","3","Full time employment","Don't know"
"3438","week 4","Male",43,"North Sulawesi","4","2","Full time employment","Somewhat well"
"3439","week 4","Male",44,"East Java","6","2","Full time employment","Very well"
"3440","week 4","Male",36,"East Java","4","1","Not working","Very well"
"3441","week 4","Male",34,"West Java","4","2","Part time employment","Don't know"
"3442","week 4","Male",30,"Banten","4","2","Part time employment","Somewhat well"
"3443","week 4","Male",29,"Bali","2","0","Part time employment","Somewhat well"
"3444","week 4","Female",24,"West Java","3","1","Part time employment","Somewhat well"
"3445","week 4","Male",47,"West Kalimantan","4","1","Unemployed","Somewhat badly"
"3446","week 4","Male",20,"Banten","8 or more","4","Unemployed","Very well"
"3447","week 4","Female",25,"Central Java","5","Don't know","Full time student","Somewhat well"
"3448","week 4","Male",46,"East Java","4","2","Part time employment","Somewhat well"
"3449","week 4","Male",30,"West Kalimantan","4","2","Full time employment","Somewhat well"
"3450","week 4","Female",50,"West Java","6","3","Not working","Somewhat well"
"3451","week 4","Male",36,"West Java","3","1","Full time employment","Somewhat well"
"3452","week 4","Male",50,"Jakarta (Special Capital Region)","4","1","Full time employment","Very well"
"3453","week 4","Male",31,"Bali","3","1","Full time employment","Somewhat badly"
"3454","week 4","Female",37,"Bangka–Belitung Islands","3","1","Full time employment","Very well"
"3455","week 4","Male",33,"South Sulawesi","3","1","Full time employment","Don't know"
"3456","week 4","Male",20,"East Java","4","1","Unemployed","Very well"
"3457","week 4","Male",42,"East Java","7","3","Full time employment","Somewhat well"
"3458","week 4","Male",29,"Riau","8 or more","2","Part time employment","Don't know"
"3459","week 4","Female",39,"East Kalimantan","4","2","Part time employment","Somewhat well"
"3460","week 4","Male",51,"East Java","5","2","Full time employment","Don't know"
"3461","week 4","Male",45,"East Java","2","0","Full time employment","Very well"
"3462","week 4","Male",26,"Central Java","3","1","Part time employment","Somewhat well"
"3463","week 4","Male",24,"Central Java","4","0","Part time employment","Somewhat badly"
"3464","week 4","Female",30,"Aceh (Special Region)","8 or more","2","Part time employment","Somewhat well"
"3465","week 4","Female",27,"Banten","4","1","Full time employment","Somewhat well"
"3466","week 4","Male",30,"West Java","5","1","Part time employment","Very well"
"3467","week 4","Male",30,"East Nusa Tenggara","7","2","Not working","Somewhat well"
"3468","week 4","Male",36,"East Java","3","0","Part time employment","Somewhat well"
"3469","week 4","Male",38,"Jakarta (Special Capital Region)","8 or more","5 or more","Full time employment","Don't know"
"3470","week 4","Male",32,"East Java","7","1","Full time employment","Very well"
"3471","week 4","Male",46,"North Sumatra","5","2","Full time employment","Very well"
"3472","week 4","Female",25,"East Java","4","0","Full time student","Somewhat badly"
"3473","week 4","Female",35,"East Java","5","Prefer not to say","Not working","Somewhat well"
"3474","week 4","Male",32,"West Java","4","1","Full time employment","Don't know"
"3475","week 4","Female",25,"Banten","5","1","Full time student","Don't know"
"3476","week 4","Male",24,"Banten","Prefer not to say","0","Part time employment","Very well"
"3477","week 4","Male",21,"Central Java","5","2","Full time student","Don't know"
"3478","week 4","Male",39,"North Maluku","3","1","Part time employment","Don't know"
"3479","week 4","Male",33,"East Java","8 or more","2","Part time employment","Somewhat badly"
"3480","week 4","Male",26,"West Java","5","0","Part time employment","Somewhat well"
"3481","week 4","Male",30,"Jakarta (Special Capital Region)","4","1","Full time employment","Somewhat well"
"3482","week 4","Male",45,"South Kalimantan","4","2","Part time employment","Very badly"
"3483","week 4","Female",33,"East Java","8 or more","2","Not working","Very well"
"3484","week 4","Female",35,"East Java","3","0","Full time employment","Somewhat badly"
"3485","week 4","Male",32,"East Java","6","2","Full time employment","Very well"
"3486","week 4","Female",28,"Banten","3","1","Unemployed","Somewhat badly"
"3487","week 4","Male",27,"West Nusa Tenggara","3","1","Part time employment","Somewhat well"
"3488","week 4","Male",25,"Central Kalimantan","3","0","Full time student","Somewhat badly"
"3489","week 4","Male",50,"West Java","1","0","Full time employment","Very well"
"3490","week 4","Male",34,"West Java","3","1","Full time employment","Somewhat badly"
"3491","week 4","Female",24,"East Java","6","1","Part time employment","Somewhat well"
"3492","week 4","Female",18,"West Java","3","1","Full time employment","Somewhat badly"
"3493","week 4","Female",26,"East Java","4","0","Unemployed","Somewhat well"
"3494","week 4","Male",25,"East Java","2","0","Unemployed","Somewhat well"
"3495","week 4","Male",37,"Banten","2","0","Full time employment","Don't know"
"3496","week 4","Male",30,"East Java","3","1","Part time employment","Very well"
"3497","week 4","Male",25,"West Java","5","0","Unemployed","Somewhat well"
"3498","week 4","Male",31,"Lampung","3","0","Full time employment","Don't know"
"3499","week 4","Male",43,"Jakarta (Special Capital Region)","4","2","Not working","Very well"
"3500","week 4","Male",29,"Lampung","3","0","Full time employment","Very badly"
"3501","week 4","Male",28,"Banten","3","1","Full time employment","Somewhat well"
"3502","week 4","Female",37,"West Java","5","3","Part time employment","Very well"
"3503","week 4","Male",32,"North Sumatra","6","2","Full time employment","Somewhat well"
"3504","week 4","Female",20,"East Java","5","1","Full time student","Somewhat well"
"3505","week 4","Female",36,"East Kalimantan","4","2","Part time employment","Somewhat badly"
"3506","week 4","Male",24,"West Java","5","0","Full time employment","Very well"
"3507","week 4","Male",39,"Jakarta (Special Capital Region)","4","2","Full time employment","Somewhat well"
"3508","week 4","Male",41,"East Java","3","0","Full time employment","Don't know"
"3509","week 4","Female",27,"Banten","7","2","Full time employment","Somewhat well"
"3510","week 4","Male",36,"East Java","5","1","Full time employment","Very well"
"3511","week 4","Female",21,"East Java","4","1","Full time student","Don't know"
"3512","week 4","Female",20,"West Kalimantan","5","1","Full time student","Somewhat well"
"3513","week 4","Female",32,"East Java","2","0","Full time employment","Don't know"
"3514","week 4","Male",42,"West Java","5","1","Not working","Don't know"
"3515","week 4","Male",37,"Jakarta (Special Capital Region)","2","0","Full time employment","Very well"
"3516","week 4","Female",25,"Jakarta (Special Capital Region)","5","0","Unemployed","Somewhat badly"
"3517","week 4","Male",35,"West Java","5","1","Unemployed","Somewhat well"
"3518","week 4","Female",24,"West Java","5","1","Full time student","Don't know"
"3519","week 4","Male",28,"North Sumatra","3","0","Full time employment","Somewhat well"
"3520","week 4","Female",29,"Jakarta (Special Capital Region)","4","1","Part time employment","Somewhat well"
"3521","week 4","Male",30,"East Java","4","0","Part time employment","Somewhat well"
"3522","week 4","Male",30,"South Sulawesi","4","0","Not working","Somewhat badly"
"3523","week 4","Female",22,"West Java","5","0","Full time student","Don't know"
"3524","week 4","Male",29,"Jakarta (Special Capital Region)","3","1","Full time employment","Very well"
"3525","week 4","Male",34,"Jakarta (Special Capital Region)","3","1","Full time employment","Very well"
"3526","week 4","Female",33,"North Sumatra","6","2","Full time employment","Very well"
"3527","week 4","Female",22,"Jakarta (Special Capital Region)","5","1","Full time employment","Somewhat well"
"3528","week 4","Male",40,"West Java","4","2","Full time employment","Don't know"
"3529","week 4","Male",37,"Jakarta (Special Capital Region)","3","1","Full time employment","Don't know"
"3530","week 4","Female",20,"West Java","8 or more","4","Part time employment","Somewhat well"
"3531","week 4","Male",22,"North Sumatra","7","2","Full time employment","Somewhat well"
"3532","week 4","Female",21,"South Sumatra","5","1","Full time student","Somewhat badly"
"3533","week 4","Female",27,"East Java","4","1","Full time employment","Very well"
"3534","week 4","Male",34,"Jakarta (Special Capital Region)","3","1","Part time employment","Don't know"
"3535","week 4","Male",21,"Central Java","3","0","Full time student","Somewhat well"
"3536","week 4","Male",30,"West Java","3","1","Full time employment","Very badly"
"3537","week 4","Male",26,"West Java","4","2","Full time employment","Don't know"
"3538","week 4","Male",33,"East Java","3","1","Full time employment","Very badly"
"3539","week 4","Female",28,"West Java","4","0","Not working","Don't know"
"3540","week 4","Male",32,"West Java","4","2","Full time employment","Somewhat well"
"3541","week 4","Male",19,"Central Kalimantan","4","1","Full time student","Don't know"
"3542","week 4","Female",27,"Jakarta (Special Capital Region)","6","2","Full time employment","Very well"
"3543","week 4","Male",29,"North Sumatra","2","0","Full time employment","Somewhat well"
"3544","week 4","Female",36,"West Java","3","1","Other","Somewhat badly"
"3545","week 4","Male",30,"East Java","2","1","Full time employment","Don't know"
